Date,Snapshot,Player,Team,Pitcher,BestBook,BestOdds,ModelProb,RawModelProb,Edge,Confidence,Grade,Tier,LineupSpot,TopEdgeRank,TopProbRank,Stake,Play,Result,Profit
2026-05-31,MORNING,Jared Triolo,Pittsburgh Pirates,Zebby Matthews,DraftKings,+545,0.2138,0.0709,0.0588,75,B,TIER 1 💎,5.0,1.0,3.0,1.0,YES 🔥,,
2026-05-31,MORNING,Gavin Sheets,San Diego Padres,Zack Littell,FanDuel,+507,0.2213,0.0709,0.0566,78,B,TIER 1 💎,3.0,1.0,2.0,1.0,YES 🔥,,
2026-05-31,MORNING,Bryson Stott,Philadelphia Phillies,Yoshinobu Yamamoto,DraftKings,+507,0.2129,0.0706,0.0481,71,B,TIER 1 💎,5.0,2.0,3.0,1.0,YES 🔥,,
2026-05-31,MORNING,Brice Turang,Milwaukee Brewers,Tatsuya Imai,DraftKings,+446,0.2299,0.0712,0.0468,79,B,TIER 1 💎,4.0,3.0,1.0,1.0,YES 🔥,,
2026-05-31,MORNING,Ildemaro Vargas,Arizona Diamondbacks,Bryce Miller,BetMGM,+648,0.2213,0.0709,0.0876,82,B,WATCH,3.0,2.0,2.0,0.0,NO,,
2026-05-31,MORNING,Curtis Mead,Washington Nationals,Griffin Canning,DraftKings,+601,0.2288,0.0709,0.0862,84,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,Vladimir Guerrero Jr.,Toronto Blue Jays,Kyle Bradish,BetMGM,+629,0.2225,0.0713,0.0854,82,B,WATCH,3.0,2.0,2.0,0.0,NO,,
2026-05-31,MORNING,Ernie Clement,Toronto Blue Jays,Kyle Bradish,BetMGM,+648,0.215,0.0713,0.0813,78,B,WATCH,5.0,3.0,3.0,0.0,NO,,
2026-05-31,MORNING,Elly De La Cruz,Cincinnati Reds,Spencer Strider,DraftKings,+646,0.2131,0.0707,0.0791,77,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Paul Goldschmidt,New York Yankees,Jacob Lopez,FanDuel,+562,0.2298,0.0712,0.0787,85,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,Tristan Gray,Minnesota Twins,Braxton Ashcraft,DraftKings,+639,0.2138,0.0709,0.0785,77,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Jared Young,New York Mets,Janson Junk,BetMGM,+560,0.2288,0.0709,0.0773,87,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,Kyle Higashioka,Texas Rangers,Michael Wacha,DraftKings,+647,0.2112,0.0713,0.0773,73,B,WATCH,2.0,2.0,4.0,0.0,NO,,
2026-05-31,MORNING,Nolan Gorman,St. Louis Cardinals,Jordan Wicks,DraftKings,+631,0.2138,0.0709,0.077,77,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Sandy León,Atlanta Braves,Nick Lodolo,FanDuel,+640,0.2101,0.0709,0.0749,75,B,WATCH,2.0,2.0,4.0,0.0,NO,,
2026-05-31,MORNING,Luke Keaschall,Minnesota Twins,Braxton Ashcraft,DraftKings,+543,0.2288,0.0709,0.0733,84,B,WATCH,4.0,3.0,1.0,0.0,NO,,
2026-05-31,MORNING,Oswald Peraza,Los Angeles Angels,Shane McClanahan,DraftKings,+611,0.2138,0.0709,0.0732,76,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Richie Palacios,Tampa Bay Rays,Jack Kochanowicz,BetMGM,+603,0.2138,0.0709,0.0716,76,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Jake Rogers,Detroit Tigers,Sean Burke,FanDuel,+599,0.2144,0.0723,0.0713,75,B,WATCH,2.0,2.0,4.0,0.0,NO,,
2026-05-31,MORNING,Adley Rutschman,Baltimore Orioles,Spencer Miles,DraftKings,+653,0.2035,0.0712,0.0707,71,B,WATCH,1.0,2.0,5.0,0.0,NO,,
2026-05-31,MORNING,Nick Loftin,Kansas City Royals,Jack Leiter,BetMGM,+598,0.2138,0.0709,0.0706,76,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Rafael Devers,San Francisco Giants,Tanner Gordon,FanDuel,+530,0.2288,0.0709,0.0701,82,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,Danny Jansen,Texas Rangers,Michael Wacha,FanDuel,+646,0.2037,0.0713,0.0696,70,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Miguel Vargas,Chicago White Sox,Keider Montero,BetMGM,+527,0.2288,0.0709,0.0693,84,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,Tyler Stephenson,Cincinnati Reds,Spencer Strider,DraftKings,+613,0.2094,0.0707,0.0691,74,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Justin Foscue,Texas Rangers,Michael Wacha,BetMGM,+584,0.215,0.0713,0.0688,76,B,WATCH,5.0,4.0,3.0,0.0,NO,,
2026-05-31,MORNING,Nolan Arenado,Arizona Diamondbacks,Bryce Miller,DraftKings,+587,0.2138,0.0709,0.0683,74,B,WATCH,5.0,3.0,3.0,0.0,NO,,
2026-05-31,MORNING,TJ Rumfield,Colorado Rockies,Robbie Ray,DraftKings,+524,0.2282,0.0707,0.0679,83,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,J.C. Escarra,New York Yankees,Jacob Lopez,FanDuel,+599,0.211,0.0712,0.0679,74,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Samuel Basallo,Baltimore Orioles,Spencer Miles,BetMGM,+597,0.211,0.0712,0.0675,72,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Salvador Perez,Kansas City Royals,Jack Leiter,BetMGM,+601,0.2101,0.0709,0.0674,74,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Jonathan Aranda,Tampa Bay Rays,Jack Kochanowicz,FanDuel,+549,0.2213,0.0709,0.0672,80,B,WATCH,3.0,3.0,2.0,0.0,NO,,
2026-05-31,MORNING,Colson Montgomery,Chicago White Sox,Keider Montero,DraftKings,+578,0.2138,0.0709,0.0663,79,B,WATCH,5.0,3.0,3.0,0.0,NO,,
2026-05-31,MORNING,Jeremiah Jackson,Baltimore Orioles,Spencer Miles,BetMGM,+573,0.2148,0.0712,0.0662,76,B,WATCH,5.0,4.0,3.0,0.0,NO,,
2026-05-31,MORNING,Mitch Garver,Seattle Mariners,Merrill Kelly,DraftKings,+593,0.2101,0.0709,0.0658,74,B,WATCH,2.0,2.0,4.0,0.0,NO,,
2026-05-31,MORNING,Nico Hoerner,Chicago Cubs,Matthew Liberatore,FanDuel,+509,0.2288,0.0709,0.0646,83,B,WATCH,4.0,2.0,1.0,0.0,NO,,
2026-05-31,MORNING,Kazuma Okamoto,Toronto Blue Jays,Kyle Bradish,BetMGM,+646,0.198,0.0713,0.064,67,B,WATCH,6.0,4.0,6.0,0.0,NO,,
2026-05-31,MORNING,Marcelo Mayer,Boston Red Sox,Tanner Bibee,DraftKings,+648,0.1976,0.0711,0.0639,67,B,WATCH,6.0,2.0,6.0,0.0,NO,,
2026-05-31,MORNING,Xavier Edwards,Miami Marlins,Nolan McLean,BetMGM,+559,0.2149,0.0713,0.0632,96,A,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Luis Torrens,New York Mets,Janson Junk,DraftKings,+581,0.2101,0.0709,0.0632,73,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Michael Massey,Kansas City Royals,Jack Leiter,BetMGM,+503,0.2288,0.0709,0.063,83,B,WATCH,4.0,4.0,1.0,0.0,NO,,
2026-05-31,MORNING,Daniel Susac,San Francisco Giants,Tanner Gordon,BetMGM,+616,0.2026,0.0709,0.0629,70,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Willson Contreras,Boston Red Sox,Tanner Bibee,BetMGM,+499,0.2296,0.0711,0.0626,81,B,WATCH,4.0,3.0,1.0,0.0,NO,,
2026-05-31,MORNING,Brett Sullivan,Colorado Rockies,Robbie Ray,FanDuel,+578,0.2095,0.0707,0.062,73,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Alex Jackson,Minnesota Twins,Braxton Ashcraft,BetMGM,+605,0.2026,0.0709,0.0607,69,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Nicky Lopez,Texas Rangers,Michael Wacha,FanDuel,+628,0.198,0.0713,0.0606,67,B,WATCH,6.0,5.0,6.0,0.0,NO,,
2026-05-31,MORNING,Travis Bazzana,Cleveland Guardians,Ranger Suarez,BetMGM,+547,0.2138,0.0709,0.0593,75,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,William Contreras,Milwaukee Brewers,Tatsuya Imai,FanDuel,+592,0.2036,0.0712,0.059,69,B,WATCH,1.0,1.0,5.0,0.0,NO,,
2026-05-31,MORNING,Jonah Heim,Athletics,Will Warren,BetMGM,+595,0.2026,0.0709,0.0587,69,B,WATCH,1.0,2.0,5.0,0.0,NO,,
2026-05-31,MORNING,Edouard Julien,Colorado Rockies,Robbie Ray,BetMGM,+626,0.1964,0.0707,0.0586,66,B,WATCH,6.0,4.0,6.0,0.0,NO,,
2026-05-31,MORNING,Henry Davis,Pittsburgh Pirates,Zebby Matthews,DraftKings,+558,0.2101,0.0709,0.0581,73,B,WATCH,2.0,2.0,4.0,0.0,NO,,
2026-05-31,MORNING,Austin Hedges,Cleveland Guardians,Ranger Suarez,BetMGM,+589,0.2026,0.0709,0.0574,69,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Christian Vázquez,Houston Astros,Jacob Misiorowski,DraftKings,+579,0.2026,0.0709,0.0553,69,B,WATCH,1.0,2.0,5.0,0.0,NO,,
2026-05-31,MORNING,David Hamilton,Milwaukee Brewers,Tatsuya Imai,BetMGM,+601,0.1979,0.0712,0.0552,66,B,WATCH,6.0,2.0,6.0,0.0,NO,,
2026-05-31,MORNING,Braxton Fulford,Colorado Rockies,Robbie Ray,DraftKings,+580,0.202,0.0707,0.0549,69,B,WATCH,1.0,5.0,5.0,0.0,NO,,
2026-05-31,MORNING,Garrett Stubbs,Philadelphia Phillies,Yoshinobu Yamamoto,BetMGM,+571,0.2017,0.0706,0.0526,68,B,WATCH,1.0,1.0,5.0,0.0,NO,,
2026-05-31,MORNING,Christian Walker,Houston Astros,Jacob Misiorowski,BetMGM,+491,0.2213,0.0709,0.0521,76,B,WATCH,3.0,3.0,2.0,0.0,NO,,
2026-05-31,MORNING,Pedro Ramírez,Chicago Cubs,Matthew Liberatore,DraftKings,+518,0.2138,0.0709,0.052,74,B,WATCH,5.0,3.0,3.0,0.0,NO,,
2026-05-31,MORNING,César Salazar,Houston Astros,Jacob Misiorowski,BetMGM,+531,0.2101,0.0709,0.0516,72,B,WATCH,2.0,4.0,4.0,0.0,NO,,
2026-05-31,MORNING,Sung-Mun Song,San Diego Padres,Zack Littell,DraftKings,+516,0.2138,0.0709,0.0515,74,B,WATCH,5.0,2.0,3.0,0.0,NO,,
2026-05-31,MORNING,Sal Stewart,Cincinnati Reds,Spencer Strider,FanDuel,+489,0.2206,0.0707,0.0508,77,B,WATCH,3.0,4.0,2.0,0.0,NO,,
2026-05-31,MORNING,Drew Romo,Chicago White Sox,Keider Montero,DraftKings,+559,0.2026,0.0709,0.0508,68,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Pedro Pagés,St. Louis Cardinals,Jordan Wicks,BetMGM,+525,0.2101,0.0709,0.0501,72,B,WATCH,2.0,3.0,4.0,0.0,NO,,
2026-05-31,MORNING,Austin Wells,New York Yankees,Jacob Lopez,BetMGM,+551,0.2034,0.0712,0.0498,68,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Brooks Lee,Minnesota Twins,Braxton Ashcraft,DraftKings,+573,0.1969,0.0709,0.0484,65,B,WATCH,6.0,5.0,6.0,0.0,NO,,
2026-05-31,MORNING,Jake Bauers,Milwaukee Brewers,Tatsuya Imai,DraftKings,+467,0.2224,0.0712,0.046,77,B,WATCH,3.0,4.0,2.0,0.0,NO,,
2026-05-31,MORNING,Bo Bichette,New York Mets,Janson Junk,FanDuel,+646,0.1801,0.0709,0.046,56,B,WATCH,7.0,4.0,7.0,0.0,NO,,
2026-05-31,MORNING,Blaze Alexander,Baltimore Orioles,Spencer Miles,FanDuel,+556,0.1978,0.0712,0.0454,65,B,WATCH,6.0,5.0,6.0,0.0,NO,,
2026-05-31,MORNING,Alec Burleson,St. Louis Cardinals,Jordan Wicks,FanDuel,+466,0.2213,0.0709,0.0447,77,B,WATCH,3.0,4.0,2.0,0.0,NO,,
2026-05-31,MORNING,Victor Caratini,Minnesota Twins,Braxton Ashcraft,FanDuel,+502,0.2101,0.0709,0.044,71,B,WATCH,2.0,6.0,4.0,0.0,NO,,
2026-05-31,MORNING,Carson Kelly,Chicago Cubs,Matthew Liberatore,FanDuel,+529,0.2026,0.0709,0.0436,67,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Nick Kurtz,Athletics,Will Warren,DraftKings,+462,0.2213,0.0709,0.0434,78,B,WATCH,3.0,3.0,2.0,0.0,NO,,
2026-05-31,MORNING,Will Smith,Los Angeles Dodgers,Andrew Painter,DraftKings,+500,0.2093,0.0706,0.0426,71,B,WATCH,2.0,2.0,4.0,0.0,NO,,
2026-05-31,MORNING,Josh Naylor,Seattle Mariners,Merrill Kelly,FanDuel,+459,0.2213,0.0709,0.0424,75,B,WATCH,3.0,3.0,2.0,0.0,NO,,
2026-05-31,MORNING,Joe Mack,Miami Marlins,Nolan McLean,FanDuel,+523,0.2026,0.0709,0.0421,67,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Jeff McNeil,Athletics,Will Warren,BetMGM,+481,0.2138,0.0709,0.0417,73,B,WATCH,5.0,4.0,3.0,0.0,NO,,
2026-05-31,MORNING,Willy Adames,San Francisco Giants,Tanner Gordon,BetMGM,+622,0.1801,0.0709,0.0416,56,B,WATCH,7.0,4.0,7.0,0.0,NO,,
2026-05-31,MORNING,Kevin McGonigle,Detroit Tigers,Sean Burke,BetMGM,+654,0.1742,0.0723,0.0416,51,C,WATCH,8.0,3.0,8.0,0.0,NO,,
2026-05-31,MORNING,Konnor Griffin,Pittsburgh Pirates,Zebby Matthews,DraftKings,+621,0.1801,0.0709,0.0414,56,B,WATCH,7.0,3.0,7.0,0.0,NO,,
2026-05-31,MORNING,Carlos Narváez,Boston Red Sox,Tanner Bibee,FanDuel,+514,0.2032,0.0711,0.0404,67,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Hunter Goodman,Colorado Rockies,Robbie Ray,FanDuel,+453,0.2207,0.0707,0.0399,74,B,WATCH,3.0,6.0,2.0,0.0,NO,,
2026-05-31,MORNING,Dillon Dingler,Detroit Tigers,Sean Burke,DraftKings,+494,0.2067,0.0723,0.0384,67,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Brayan Rocchio,Cleveland Guardians,Ranger Suarez,BetMGM,+605,0.1801,0.0709,0.0382,55,B,WATCH,7.0,4.0,7.0,0.0,NO,,
2026-05-31,MORNING,Brandon Lowe,Pittsburgh Pirates,Zebby Matthews,BetMGM,+424,0.2288,0.0709,0.038,78,B,WATCH,4.0,4.0,1.0,0.0,NO,,
2026-05-31,MORNING,Gabriel Moreno,Arizona Diamondbacks,Bryce Miller,BetMGM,+480,0.2101,0.0709,0.0377,70,B,WATCH,2.0,4.0,4.0,0.0,NO,,
2026-05-31,MORNING,Freddy Fermin,San Diego Padres,Zack Littell,BetMGM,+503,0.2026,0.0709,0.0367,66,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Spencer Steer,Cincinnati Reds,Spencer Strider,BetMGM,+600,0.1795,0.0707,0.0366,55,B,WATCH,7.0,5.0,7.0,0.0,NO,,
2026-05-31,MORNING,Jhonny Pereda,Seattle Mariners,Merrill Kelly,DraftKings,+501,0.2026,0.0709,0.0362,66,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Nick Gonzales,Pittsburgh Pirates,Zebby Matthews,BetMGM,+522,0.1969,0.0709,0.0362,64,B,WATCH,6.0,5.0,6.0,0.0,NO,,
2026-05-31,MORNING,Manny Machado,San Diego Padres,Zack Littell,BetMGM,+522,0.1969,0.0709,0.0362,64,B,WATCH,6.0,4.0,6.0,0.0,NO,,
2026-05-31,MORNING,Zach McKinstry,Detroit Tigers,Sean Burke,DraftKings,+447,0.2182,0.0723,0.0354,72,B,WATCH,5.0,5.0,3.0,0.0,NO,,
2026-05-31,MORNING,Trea Turner,Philadelphia Phillies,Yoshinobu Yamamoto,DraftKings,+642,0.1699,0.0706,0.0352,50,C,WATCH,8.0,3.0,8.0,0.0,NO,,
2026-05-31,MORNING,Will Brennan,San Francisco Giants,Tanner Gordon,FanDuel,+636,0.1707,0.0709,0.0348,50,C,WATCH,8.0,5.0,8.0,0.0,NO,,
2026-05-31,MORNING,Braden Shewmake,Houston Astros,Jacob Misiorowski,DraftKings,+458,0.2138,0.0709,0.0346,72,B,WATCH,5.0,5.0,3.0,0.0,NO,,
2026-05-31,MORNING,Rodolfo Durán,San Diego Padres,Zack Littell,DraftKings,+470,0.2101,0.0709,0.0346,70,B,WATCH,2.0,5.0,4.0,0.0,NO,,
2026-05-31,MORNING,Andrés Giménez,Toronto Blue Jays,Kyle Bradish,BetMGM,+582,0.1811,0.0713,0.0344,55,B,WATCH,7.0,5.0,7.0,0.0,NO,,
2026-05-31,MORNING,Isiah Kiner-Falefa,Boston Red Sox,Tanner Bibee,FanDuel,+455,0.2145,0.0711,0.0343,72,B,WATCH,5.0,5.0,3.0,0.0,NO,,
2026-05-31,MORNING,Bryan Reynolds,Pittsburgh Pirates,Zebby Matthews,BetMGM,+633,0.1707,0.0709,0.0343,50,C,WATCH,8.0,6.0,8.0,0.0,NO,,
2026-05-31,MORNING,Colt Keith,Detroit Tigers,Sean Burke,BetMGM,+494,0.201,0.0723,0.0326,63,B,WATCH,6.0,6.0,6.0,0.0,NO,,
2026-05-31,MORNING,Aramis Garcia,Arizona Diamondbacks,Bryce Miller,FanDuel,+486,0.2026,0.0709,0.0319,66,B,WATCH,1.0,5.0,5.0,0.0,NO,,
2026-05-31,MORNING,Chadwick Tromp,Atlanta Braves,Nick Lodolo,DraftKings,+485,0.2026,0.0709,0.0316,66,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Anthony Volpe,New York Yankees,Jacob Lopez,BetMGM,+570,0.1808,0.0712,0.0316,55,B,WATCH,7.0,5.0,7.0,0.0,NO,,
2026-05-31,MORNING,Connor Norby,Miami Marlins,Nolan McLean,DraftKings,+405,0.2288,0.0709,0.0308,77,B,WATCH,4.0,4.0,1.0,0.0,NO,,
2026-05-31,MORNING,Colt Emerson,Seattle Mariners,Merrill Kelly,DraftKings,+446,0.2138,0.0709,0.0307,71,B,WATCH,5.0,5.0,3.0,0.0,NO,,
2026-05-31,MORNING,Jackson Merrill,San Diego Padres,Zack Littell,BetMGM,+644,0.1651,0.0709,0.0307,47,C,WATCH,9.0,6.0,9.0,0.0,NO,,
2026-05-31,MORNING,Spencer Torkelson,Detroit Tigers,Sean Burke,FanDuel,+412,0.2259,0.0723,0.0306,75,B,WATCH,3.0,7.0,2.0,0.0,NO,,
2026-05-31,MORNING,Alika Williams,Athletics,Will Warren,DraftKings,+404,0.2288,0.0709,0.0304,79,B,WATCH,4.0,5.0,1.0,0.0,NO,,
2026-05-31,MORNING,Michael Busch,Chicago Cubs,Matthew Liberatore,BetMGM,+423,0.2213,0.0709,0.0301,73,B,WATCH,3.0,5.0,2.0,0.0,NO,,
2026-05-31,MORNING,Spencer Horwitz,Pittsburgh Pirates,Zebby Matthews,FanDuel,+422,0.2213,0.0709,0.0298,75,B,WATCH,3.0,7.0,2.0,0.0,NO,,
2026-05-31,MORNING,Zach Neto,Los Angeles Angels,Shane McClanahan,BetMGM,+605,0.1715,0.0712,0.0297,54,C,WATCH,8.0,3.0,8.0,0.0,NO,,
2026-05-31,MORNING,Julio Rodríguez,Seattle Mariners,Merrill Kelly,DraftKings,+639,0.1651,0.0709,0.0297,47,C,WATCH,9.0,6.0,9.0,0.0,NO,,
2026-05-31,MORNING,Vaughn Grissom,Los Angeles Angels,Shane McClanahan,DraftKings,+495,0.1969,0.0709,0.0289,63,B,WATCH,6.0,4.0,6.0,0.0,NO,,
2026-05-31,MORNING,José Caballero,New York Yankees,Jacob Lopez,BetMGM,+602,0.1714,0.0712,0.0289,50,C,WATCH,8.0,6.0,8.0,0.0,NO,,
2026-05-31,MORNING,Alex Bregman,Chicago Cubs,Matthew Liberatore,BetMGM,+494,0.1969,0.0709,0.0286,63,B,WATCH,6.0,6.0,6.0,0.0,NO,,
2026-05-31,MORNING,Heriberto Hernández,Miami Marlins,Nolan McLean,BetMGM,+630,0.1651,0.0709,0.0281,47,C,WATCH,9.0,5.0,7.0,0.0,NO,,
2026-05-31,MORNING,Dalton Rushing,Los Angeles Dodgers,Andrew Painter,BetMGM,+474,0.2018,0.0706,0.0276,65,B,WATCH,1.0,3.0,5.0,0.0,NO,,
2026-05-31,MORNING,Hunter Feduccia,Tampa Bay Rays,Jack Kochanowicz,DraftKings,+471,0.2026,0.0709,0.0274,65,B,WATCH,1.0,4.0,5.0,0.0,NO,,
2026-05-31,MORNING,Ben Rice,New York Yankees,Jacob Lopez,DraftKings,+413,0.2223,0.0712,0.0273,73,B,WATCH,3.0,7.0,2.0,0.0,NO,,
2026-05-31,MORNING,Ezequiel Tovar,Colorado Rockies,Robbie Ray,DraftKings,+624,0.1646,0.0707,0.0265,46,C,WATCH,9.0,7.0,9.0,0.0,NO,,
2026-05-31,MORNING,Joey Ortiz,Milwaukee Brewers,Tatsuya Imai,FanDuel,+546,0.1809,0.0712,0.0261,54,C,WATCH,7.0,5.0,7.0,0.0,NO,,
