Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Charles McAdoo,807727,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,481.0,467.0,479.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,8,Andrés Giménez,665926,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,350.0,354.0,361.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,9,Brandon Valenzuela,678218,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,373.0,386.0,364.0,40.86
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,1,Austin Martin,668885,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,488.0,496.0,495.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,2,Brooks Lee,686797,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,509.0,516.0,514.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Kody Clemens,665019,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,366.0,371.0,361.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,Josh Bell,605137,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,615.0,625.0,615.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,5,Trevor Larnach,663616,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,548.0,560.0,556.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,6,Orlando Arcia,606115,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,508.0,503.0,503.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,7,Luke Keaschall,807712,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,473.0,473.0,479.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,8,Tristan Gray,656484,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,439.0,438.0,451.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,9,Alex Jackson,656577,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,487.0,485.0,488.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,1,Endy Rodríguez,682848,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,491.0,478.0,484.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,2,Henry Davis,680779,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,519.0,516.0,519.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Spencer Horwitz,687462,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,441.0,428.0,448.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,Brandon Lowe,664040,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,629.0,618.0,629.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,5,Jared Triolo,669707,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,383.0,383.0,368.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,6,Nick Gonzales,693304,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,647.0,632.0,643.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,7,Konnor Griffin,804606,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,439.0,436.0,450.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,8,Bryan Reynolds,668804,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,633.0,620.0,625.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,9,Jake Mangum,663968,active_roster,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,541.0,543.0,538.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,1,Fernando Tatis Jr.,665487,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,458.0,447.0,469.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Gavin Sheets,657757,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,408.0,405.0,397.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,3,Manny Machado,592518,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,588.0,589.0,586.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,4,Xander Bogaerts,593428,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,550.0,545.0,536.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,5,Jackson Merrill,701538,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,526.0,530.0,520.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,6,Ty France,664034,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,514.0,525.0,521.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,7,Nick Castellanos,592206,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,400.0,401.0,392.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,8,Sung-Mun Song,823550,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,650.0,646.0,657.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,9,Freddy Fermin,666023,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,373.0,379.0,371.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,1,James Wood,695578,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,565.0,550.0,555.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Luis García Jr.,671277,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,420.0,412.0,420.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,3,Curtis Mead,678554,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,511.0,503.0,496.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,4,CJ Abrams,682928,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,466.0,464.0,476.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,5,Daylen Lile,695734,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,571.0,558.0,576.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,6,Jacob Young,696285,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,360.0,368.0,373.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,7,José Tena,677588,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,478.0,484.0,470.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,8,Jorbit Vivas,678391,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,463.0,472.0,473.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,9,Keibert Ruiz,660688,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,351.0,344.0,350.0,52.02
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,1,Ronald Acuña Jr.,660670,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,391.0,390.0,406.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,2,Michael Harris II,671739,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,425.0,437.0,417.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,3,Matt Olson,621566,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,301.0,305.0,297.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,4,Ozzie Albies,645277,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,617.0,613.0,611.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,5,Mauricio Dubón,643289,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,351.0,358.0,343.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,6,Austin Riley,663586,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,484.0,478.0,492.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,7,Jorge Mateo,622761,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,549.0,537.0,548.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,8,Ha-Seong Kim,673490,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,553.0,546.0,548.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,9,Chadwick Tromp,644433,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.14,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,436.0,422.0,432.0,58.11
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,1,Blake Dunn,694362,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,506.0,498.0,506.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,2,Elly De La Cruz,682829,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,389.0,401.0,386.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,3,JJ Bleday,668709,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,557.0,568.0,544.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,4,Sal Stewart,701398,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,512.0,500.0,501.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,5,Eugenio Suárez,553993,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,600.0,612.0,607.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,6,Nathaniel Lowe,663993,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,647.0,649.0,646.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,7,Spencer Steer,668715,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,433.0,436.0,426.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,8,Will Benson,666181,confirmed,Cincinnati Reds,Spencer Strider,,,,,,,,,1.12,1.0,,593.0,604.0,598.0,0.0
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,9,P.J. Higgins,664731,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,475.0,476.0,469.0,55.42
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,1,Jarren Duran,680776,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,638.0,626.0,642.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,2,Mickey Gasper,681508,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,376.0,390.0,382.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,3,Wilyer Abreu,677800,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,462.0,465.0,474.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,4,Masataka Yoshida,807799,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,400.0,394.0,399.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,5,Isiah Kiner-Falefa,643396,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,392.0,382.0,383.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,6,Caleb Durbin,702332,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,619.0,621.0,610.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,7,Marcelo Mayer,691785,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,388.0,377.0,392.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,8,Connor Wong,657136,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,377.0,363.0,363.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,9,Carlos Narváez,665966,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.05,0.65,579.0,585.0,578.0,50.84
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,1,Travis Bazzana,683953,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,485.0,497.0,475.0,34.39
