Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability,BatterHand,PitcherHRWeakSide,PitcherHRSpotWeakness
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Vladimir Guerrero Jr.,665489,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,430.0,419.0,420.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Daulton Varsho,662139,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,616.0,603.0,603.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Myles Straw,664702,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,380.0,370.0,380.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Kazuma Okamoto,672960,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,354.0,367.0,351.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Ernie Clement,676391,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,389.0,390.0,398.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Jesús Sánchez,660821,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,468.0,462.0,466.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Yohendrick Piñango,682818,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,431.0,443.0,432.0,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Charles McAdoo,807727,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,565.0,576.0,550.0,38.87,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,1,Austin Martin,668885,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,421.0,422.0,428.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,2,Brooks Lee,686797,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,545.0,556.0,551.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Kody Clemens,665019,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,377.0,375.0,383.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,Josh Bell,605137,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,393.0,393.0,394.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,James Outman,681546,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,569.0,574.0,580.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,5,Trevor Larnach,663616,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,394.0,407.0,402.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,6,Orlando Arcia,606115,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,512.0,509.0,511.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,7,Luke Keaschall,807712,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,492.0,478.0,503.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,8,Tristan Gray,656484,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,585.0,576.0,593.0,34.76,R,L,7-9
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,1,Spencer Horwitz,687462,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,413.0,422.0,414.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,2,Brandon Lowe,664040,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,446.0,435.0,434.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Bryan Reynolds,668804,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,432.0,423.0,422.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Jhostynxon Garcia,691373,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,363.0,358.0,378.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,Ryan O'Hearn,656811,confirmed,Pittsburgh Pirates,Zebby Matthews,,,,,,,,,1.0,1.0,,361.0,361.0,373.0,55.17,,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,5,Nick Gonzales,693304,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,416.0,424.0,426.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,6,Oneil Cruz,665833,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,451.0,454.0,461.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,7,Jake Mangum,663968,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,510.0,517.0,511.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,8,Jared Triolo,669707,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.89,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,380.0,376.0,377.0,55.17,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,1,Fernando Tatis Jr.,665487,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,545.0,533.0,549.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Gavin Sheets,657757,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,420.0,407.0,418.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,3,Manny Machado,592518,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,385.0,370.0,394.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,4,Xander Bogaerts,593428,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,557.0,567.0,567.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,5,Jackson Merrill,701538,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,581.0,590.0,572.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,6,Ty France,664034,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,389.0,385.0,388.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,7,Nick Castellanos,592206,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,494.0,485.0,489.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,8,Sung-Mun Song,823550,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,401.0,403.0,407.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,9,Freddy Fermin,666023,confirmed,San Diego Padres,Zack Littell,0.18,2.17,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,544.0,548.0,535.0,60.83,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,1,James Wood,695578,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,578.0,578.0,578.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Luis García Jr.,671277,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,638.0,640.0,640.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Andrés Chaparro,665953,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,481.0,491.0,480.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,3,Curtis Mead,678554,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,563.0,568.0,574.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,4,CJ Abrams,682928,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,391.0,402.0,395.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,5,Daylen Lile,695734,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,518.0,514.0,510.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,6,Jacob Young,696285,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,650.0,646.0,644.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,7,José Tena,677588,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,505.0,498.0,513.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,8,Jorbit Vivas,678391,confirmed,Washington Nationals,Griffin Canning,0.18,1.58,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,624.0,627.0,618.0,52.81,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,1,Ronald Acuña Jr.,660670,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,607.0,608.0,598.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,2,Michael Harris II,671739,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,575.0,561.0,575.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,3,Matt Olson,621566,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,346.0,331.0,339.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,4,Ozzie Albies,645277,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,386.0,399.0,390.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,5,Mauricio Dubón,643289,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,543.0,540.0,557.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,6,Austin Riley,663586,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,469.0,463.0,482.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,7,Jorge Mateo,622761,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,402.0,387.0,392.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,7,Dominic Smith,642086,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,579.0,567.0,588.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,8,Ha-Seong Kim,673490,confirmed,Atlanta Braves,Nick Lodolo,0.16,2.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,506.0,515.0,511.0,57.99,R,R,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,1,Blake Dunn,694362,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,380.0,393.0,379.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,2,Elly De La Cruz,682829,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,435.0,438.0,424.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,2,Matt McLain,680574,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,430.0,431.0,417.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,3,JJ Bleday,668709,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,539.0,544.0,551.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,4,Sal Stewart,701398,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,364.0,358.0,365.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,5,Eugenio Suárez,553993,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,465.0,465.0,454.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,6,Nathaniel Lowe,663993,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,589.0,599.0,588.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,7,Spencer Steer,668715,confirmed,Cincinnati Reds,Spencer Strider,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,528.0,540.0,528.0,52.32,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,8,Will Benson,666181,confirmed,Cincinnati Reds,Spencer Strider,,,,,,,,,1.12,1.0,,585.0,572.0,579.0,52.32,,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,1,Jarren Duran,680776,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.61,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.0,0.65,493.0,493.0,484.0,51.21,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,2,Mickey Gasper,681508,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.61,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.0,0.65,465.0,474.0,469.0,51.21,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,2,Willson Contreras,575929,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.61,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.0,0.65,648.0,652.0,642.0,51.21,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,3,Wilyer Abreu,677800,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.61,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.0,0.65,404.0,395.0,415.0,51.21,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,4,Masataka Yoshida,807799,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.61,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.0,0.65,409.0,419.0,423.0,51.21,R,L,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,5,Isiah Kiner-Falefa,643396,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.61,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.0,0.65,623.0,637.0,621.0,51.21,R,L,4-6
