Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability,FallbackType,PitcherFallbackType,TruePowerIndex,ContactQualityScore,LaunchProfileScore,PulledAirScore,PitcherHRWeaknessScore,PitcherLineupWeakSpot,EnrichmentScore,EnrichmentTier,BestBook,BestOdds,HasOdds,LineupSpotAdj,RawHRScore,RawDecisionScore,RawSmashScore,HRScore,DecisionScore,SmashScore,PowerScore,Confidence,BestImpliedProb,RawModelProb,ModelProb,Edge,EVScore,Grade,Tier,Play,TopHRRank,TopEdgeRank,TopProbRank,TopSmashRank,PlayCode,TierCode,Reason,Stake,PitcherScore,PitcherLineupScore,SmashTier
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,5,Jung Hoo Lee,808982,confirmed,San Francisco Giants,Coleman Crow,0.198,1.52,41.8,,9.3,,,0.107,0.0,0.0,0.0,1040.0,1080.0,700.0,66.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,277.0,10.0,8.0,6.0,7.0,10,96.91,V2 ELITE,DraftKings,1080.0,True,9,411.41999999999996,247.20649999999998,362.197,88.27,93.21,94.44,277.0,90.8,0.0847457627118644,0.1912,0.1912,0.106454,10.65,B+,WATCH ðŸ‘€,YES ðŸ”¥,20,5,9,10,YES,WATCH,V3.11 high-edge official play,0.25,7.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,5,Austin Riley,663586,power_roster,Atlanta Braves,TBD,0.202,1.46,42.2,,9.5,,,0.108,0.0,0.0,0.0,520.0,462.0,500.0,63.4,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,281.34,10.0,8.0,6.0,7.0,10,92.9,V2 ELITE,FanDuel,520.0,True,9,413.1156,246.40702,361.77546,90.12,92.59,93.83,281.34,89.57,0.16129032258064516,0.1884,0.1884,0.02711,2.71,B+,WATCH ðŸ‘€,POWER BAT ðŸ’£,17,42,13,11,POWER_BAT,WATCH,Power bat profile but not enough official-card edge,0.1,7.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,5,Tristan Gray,656484,power_roster,Minnesota Twins,Seth Lugo,0.201,1.46,42.1,,9.4,,,0.108,0.0,0.0,0.0,520.0,508.0,650.0,63.7,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.04,10.0,8.0,6.0,7.0,10,94.14,V2 ELITE,BetMGM,650.0,True,9,412.0836,246.31262,361.31426000000005,89.51,91.98,93.21,280.04,89.57,0.13333333333333333,0.1887,0.1887,0.055367,5.54,B+,WATCH ðŸ‘€,YES ðŸ”¥,18,24,12,12,YES,WATCH,V3.11 clean official card: positive edge + strong HR profile,0.25,7.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,4,Charles McAdoo,807727,power_roster,Toronto Blue Jays,Chris Sale,0.2,1.5,42.0,,9.4,,,0.108,0.0,0.0,0.0,880.0,950.0,750.0,65.1,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,279.32,10.0,8.0,6.0,7.0,10,95.99,V2 ELITE,DraftKings,950.0,True,8,411.6638,245.46621,360.83733,88.89,91.36,92.59,279.32,89.57,0.09523809523809523,0.189,0.189,0.093762,9.38,B+,WATCH ðŸ‘€,YES ðŸ”¥,19,7,11,13,YES,WATCH,V3.11 clean official card: positive edge + strong HR profile,0.25,7.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,3,Matt Olson,621566,power_roster,Atlanta Braves,TBD,0.249,1.46,47.9,,12.6,,,0.147,0.0,0.0,0.0,370.0,348.0,390.0,63.4,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,347.06,10.0,10.0,8.0,7.0,0,84.57,V2 STRONG,BetMGM,390.0,True,10,431.6654,242.07193,335.89789,96.3,89.51,84.57,347.06,89.26,0.20408163265306123,0.1873,0.1873,-0.016782,-1.68,B+,WATCH ðŸ‘€,PASS,7,81,14,26,PASS,WATCH,V3.11 filter removed negative-edge official play,0.0,7.0,0,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:40:00+00:00,2026-06-04T19:40:00-04:00,7:40 PM,Kansas City Royals vs Minnesota Twins,4,Luke Keaschall,807712,power_roster,Minnesota Twins,Seth Lugo,0.201,1.46,42.1,,9.4,,,0.108,0.0,0.0,0.0,1200.0,1120.0,800.0,63.7,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.04,10.0,8.0,6.0,7.0,10,94.14,V2 ELITE,FanDuel,1200.0,True,8,411.0836,244.46262,359.76426000000004,87.65,90.74,91.98,280.04,88.21,0.07692307692307693,0.1868,0.1868,0.109877,10.99,B+,WATCH ðŸ‘€,YES ðŸ”¥,21,2,15,14,YES,WATCH,V3.11 high-edge official play,0.25,7.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,9,Daulton Varsho,662139,power_roster,Toronto Blue Jays,Chris Sale,0.253,1.5,48.3,,12.8,,,0.149,0.0,0.0,0.0,1120.0,1240.0,900.0,65.1,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,351.7,10.0,10.0,8.0,7.0,0,86.42,V2 STRONG,DraftKings,1240.0,True,0,427.46799999999996,226.98559999999998,324.86379999999997,95.68,83.33,77.78,351.7,86.91,0.07462686567164178,0.1844,0.1844,0.109773,10.98,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,8,3,18,37,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,7.0,0,WATCH ðŸ‘€
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,7,Matt Chapman,656305,confirmed,San Francisco Giants,Coleman Crow,0.251,1.52,48.1,,12.7,,,0.148,0.0,0.0,0.0,710.0,720.0,425.0,66.2,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,349.38,10.0,10.0,8.0,7.0,0,87.04,V2 STRONG,DraftKings,720.0,True,0,426.2242,226.80089,324.67346999999995,95.06,82.72,77.16,349.38,86.91,0.12195121951219512,0.1847,0.1847,0.062749,6.27,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,9,15,16,38,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,7.0,0,WATCH ðŸ‘€
2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T19:15:00-04:00,7:15 PM,Toronto Blue Jays vs Atlanta Braves,4,Ozzie Albies,645277,power_roster,Atlanta Braves,TBD,0.2,1.46,42.0,,9.4,,,0.108,0.0,0.0,0.0,680.0,598.0,625.0,63.4,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,279.32,10.0,8.0,6.0,7.0,10,92.9,V2 ELITE,FanDuel,680.0,True,8,410.2188,243.70345999999998,359.05658,86.42,90.12,91.36,279.32,86.85,0.1282051282051282,0.1845,0.1845,0.056295,5.63,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,23,20,17,15,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,7.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-05T01:40:00+00:00,2026-06-04T21:40:00-04:00,9:40 PM,Los Angeles Dodgers vs Arizona Diamondbacks,5,Max Muncy,571970,power_roster,Los Angeles Dodgers,Ryne Nelson,0.253,0.92,48.3,,12.8,,,0.149,0.0,0.0,0.0,390.0,402.0,375.0,38.1,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,351.7,10.0,10.0,8.0,4.0,10,77.78,V2 WATCH,DraftKings,402.0,True,9,439.018,249.2231,352.9563,97.53,95.06,90.74,351.7,86.54,0.199203187250996,0.1802,0.1802,-0.019003,-1.9,B+,WATCH ðŸ‘€,PASS,5,82,20,16,PASS,WATCH,V3.11 filter removed negative-edge official play,0.0,4.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,5,Alec Bohm,664761,confirmed,Philadelphia Phillies,Lucas Giolito,0.212,1.23,43.2,,10.1,,,0.119,0.0,0.0,0.0,750.0,600.0,,52.5,SMART_MID_POWER_V2_1,SMART_PITCHER_V2_2,295.32,10.0,8.0,7.0,6.0,10,83.33,V2 STRONG,FanDuel,750.0,True,9,410.6138,240.70871000000002,350.71983,87.04,88.89,90.12,295.32,84.82,0.11764705882352941,0.1806,0.1806,0.062953,6.3,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,22,14,19,17,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,6.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,5,Pedro Ramírez,699393,power_roster,Chicago Cubs,J.T. Ginn,0.201,1.38,42.1,,9.4,,,0.108,0.0,0.0,0.0,,,,59.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.04,10.0,8.0,6.0,6.0,10,87.96,V2 STRONG,NO_ODDS,,False,9,402.0136,239.39612000000002,349.13976,83.95,88.27,89.51,280.04,84.38,,0.1806,0.1806,0.0,0.0,B+,WATCH ðŸ‘€,NO ODDS,27,69,19,18,NO_ODDS,WATCH,No sportsbook odds available,0.0,6.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,4,Brandon Marsh,669016,confirmed,Philadelphia Phillies,Lucas Giolito,0.209,1.23,42.9,,9.9,,,0.117,0.0,0.0,0.0,600.0,550.0,,52.5,SMART_MID_POWER_V2_1,SMART_PITCHER_V2_2,291.4,10.0,8.0,7.0,6.0,10,83.33,V2 STRONG,FanDuel,600.0,True,8,405.866,237.1722,346.8781,85.19,87.65,88.89,291.4,83.46,0.14285714285714285,0.1786,0.1786,0.035743,3.57,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,25,33,23,19,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,6.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,4,Nico Hoerner,663538,power_roster,Chicago Cubs,J.T. Ginn,0.198,1.38,41.8,,9.3,,,0.106,0.0,0.0,0.0,1040.0,1040.0,725.0,59.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,276.7,10.0,8.0,6.0,6.0,10,87.96,V2 STRONG,FanDuel,1040.0,True,8,397.943,236.16435,345.68005,82.1,87.04,88.27,276.7,83.03,0.08771929824561403,0.1787,0.1787,0.090981,9.1,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,30,8,22,20,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,6.0,10,WATCH ðŸ‘€
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,2,Shea Langeliers,669127,power_roster,Athletics,Shota Imanaga,0.249,1.59,47.9,,12.7,,,0.147,0.0,0.0,0.0,235.0,217.0,200.0,69.7,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,347.64,10.0,10.0,8.0,7.0,0,91.05,V2 ELITE,FanDuel,235.0,True,-8,419.69759999999997,214.36641999999998,314.97916,93.83,70.99,70.99,347.64,82.78,0.29850746268656714,0.1794,0.1794,-0.119107,-11.91,B+,WATCH ðŸ‘€,PASS,11,136,21,48,PASS,WATCH,V3.11 filter removed negative-edge official play,0.0,7.0,0,WATCH ðŸ‘€
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,3,Bryce Harper,547180,confirmed,Philadelphia Phillies,Lucas Giolito,0.25,1.23,48.0,,12.7,,,0.148,0.0,0.0,0.0,490.0,350.0,,52.5,SMART_POWER_BAT_V2_1,SMART_PITCHER_V2_2,348.66,10.0,10.0,8.0,6.0,0,70.68,V2 WATCH,FanDuel,490.0,True,10,417.46939999999995,230.03123,317.65429,92.59,85.8,72.84,348.66,82.65,0.1694915254237288,0.1764,0.1764,0.006908,0.69,B+,WATCH ðŸ‘€,VALUE LEAN ðŸ‘€,13,61,26,45,VALUE_LEAN,WATCH,Positive edge but not enough elite HR signals,0.1,6.0,0,WATCH ðŸ‘€
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Cleveland Guardians vs New York Yankees,5,Jazz Chisholm Jr.,665862,confirmed,New York Yankees,Slade Cecconi,0.197,1.24,41.7,,9.3,,,0.106,0.0,0.0,0.0,370.0,345.0,300.0,53.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,275.98,10.0,8.0,6.0,6.0,10,80.86,V2 STRONG,FanDuel,370.0,True,9,392.9782,232.29519000000002,340.23737,80.86,86.42,87.04,275.98,81.54,0.2127659574468085,0.1762,0.1762,-0.036566,-3.66,B,LOW,PASS,32,97,27,22,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,6.0,10,LOW
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,6,Xander Bogaerts,593428,confirmed,San Diego Padres,Zack Wheeler,0.183,1.52,40.3,,8.4,,,0.092,0.0,0.0,0.0,1000.0,1300.0,,66.5,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,256.48,9.0,7.0,6.0,7.0,10,89.51,V2 STRONG,DraftKings,1300.0,True,2,385.2032,223.81894000000003,339.71611999999993,77.78,80.25,85.8,256.48,81.54,0.07142857142857142,0.1783,0.1783,0.106871,10.69,B,LOW,VALUE LEAN ðŸ‘€,37,4,25,24,VALUE_LEAN,LOW,Positive edge but not enough elite HR signals,0.1,7.0,10,LOW
2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T20:05:00-04:00,8:05 PM,Athletics vs Chicago Cubs,6,Zack Gelof,680869,power_roster,Athletics,Shota Imanaga,0.178,1.59,39.8,,8.2,,,0.09,0.0,0.0,0.0,470.0,492.0,350.0,69.7,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,251.12,9.0,7.0,5.0,7.0,10,88.89,V2 STRONG,DraftKings,492.0,True,2,382.9558,223.29261000000002,339.98952999999995,76.54,79.01,86.42,251.12,81.36,0.16891891891891891,0.1785,0.1785,0.009581,0.96,B,LOW,VALUE LEAN ðŸ‘€,39,59,24,23,VALUE_LEAN,LOW,Positive edge but not enough elite HR signals,0.1,7.0,10,LOW
2026-06-04,2026-06-04T17:05:00+00:00,2026-06-04T13:05:00-04:00,1:05 PM,San Diego Padres vs Philadelphia Phillies,6,Bryson Stott,681082,confirmed,Philadelphia Phillies,Lucas Giolito,0.21,1.23,43.0,,10.0,,,0.118,0.0,0.0,0.0,650.0,550.0,,52.5,SMART_MID_POWER_V2_1,SMART_PITCHER_V2_2,293.0,10.0,8.0,7.0,6.0,10,83.33,V2 STRONG,FanDuel,650.0,True,2,401.435,226.77825,338.52725,83.33,82.1,85.19,293.0,80.31,0.13333333333333333,0.1741,0.1741,0.040767,4.08,B,LOW,VALUE LEAN ðŸ‘€,28,32,28,25,VALUE_LEAN,LOW,Positive edge but not enough elite HR signals,0.1,6.0,10,LOW
2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T13:35:00-04:00,1:35 PM,Baltimore Orioles vs Boston Red Sox,5,Samuel Basallo,694212,confirmed,Baltimore Orioles,Brayan Bello,0.202,1.17,42.2,,9.4,,,0.108,0.0,0.0,0.0,420.0,388.0,425.0,50.0,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,280.76,10.0,8.0,6.0,5.0,10,78.4,V2 WATCH,BetMGM,425.0,True,9,388.0484,228.82178,331.80694,80.25,85.19,82.1,280.76,78.27,0.19047619047619047,0.1703,0.1703,-0.020176,-2.02,B,LOW,PASS,33,86,29,30,PASS,LOW,V3.11 filter removed negative-edge official play,0.0,5.0,10,LOW
2026-06-04,2026-06-05T00:10:00+00:00,2026-06-04T20:10:00-04:00,8:10 PM,Pittsburgh Pirates vs Houston Astros,5,Jeremy Peña,665161,power_roster,Houston Astros,Jared Jones,0.202,1.14,42.2,,9.5,,,0.109,0.0,0.0,0.0,790.0,790.0,475.0,48.6,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,281.64,10.0,8.0,6.0,5.0,10,76.85,V2 WATCH,FanDuel,790.0,True,9,387.81759999999997,228.05042,330.89616,79.63,84.57,80.86,281.64,77.04,0.11235955056179775,0.1682,0.1682,0.05584,5.58,B,LOW,PASS,34,21,33,32,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-05T00:10:00+00:00,2026-06-04T20:10:00-04:00,8:10 PM,Pittsburgh Pirates vs Houston Astros,5,Jared Triolo,669707,power_roster,Pittsburgh Pirates,Kai-Wei Teng,0.196,1.21,41.6,,9.2,,,0.105,0.0,0.0,0.0,1120.0,1180.0,1000.0,51.8,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,274.38,10.0,8.0,6.0,5.0,10,79.63,V2 WATCH,DraftKings,1180.0,True,9,383.7192,227.54114,330.04672,77.16,83.95,80.25,274.38,76.85,0.078125,0.1686,0.1686,0.090475,9.05,B,LOW,PASS,38,9,31,33,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,5.0,10,LOW
2026-06-04,2026-06-04T18:10:00+00:00,2026-06-04T14:10:00-04:00,2:10 PM,San Francisco Giants vs Milwaukee Brewers,6,Bryce Eldridge,805811,confirmed,San Francisco Giants,Coleman Crow,0.175,1.52,39.5,,8.1,,,0.088,0.0,0.0,0.0,490.0,480.0,500.0,66.2,SMART_LINEUP_V2_1,SMART_PITCHER_V2_2,247.78,9.0,7.0,5.0,7.0,10,85.8,V2 STRONG,BetMGM,500.0,True,2,376.91020000000003,219.09959000000003,334.41357,69.75,75.93,83.33,247.78,75.99,0.16666666666666666,0.1702,0.1702,0.003533,0.35,B,LOW,PASS,50,65,30,28,PASS,LOW,Positive edge but decision score below official-card threshold,0.0,7.0,10,LOW
