Date,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability
2026-05-29,San Diego Padres vs Washington Nationals,1,Freddy Fermin,666023,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,555.0,565.0,555.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,2,Rodolfo Durán,660710,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,532.0,520.0,540.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,3,Gavin Sheets,657757,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,423.0,424.0,410.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,4,Ty France,664034,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,477.0,471.0,469.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,5,Sung-Mun Song,823550,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,353.0,341.0,363.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,6,Manny Machado,592518,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,478.0,482.0,490.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,7,Xander Bogaerts,593428,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,363.0,354.0,375.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,8,Ramón Laureano,657656,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,606.0,603.0,593.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,9,Jackson Merrill,701538,active_roster,San Diego Padres,Paxton Schultz,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,580.0,587.0,582.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,1,Drew Millas,686452,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,484.0,470.0,485.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,2,Keibert Ruiz,660688,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,381.0,386.0,373.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,3,Andrés Chaparro,665953,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,588.0,582.0,595.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,4,Curtis Mead,678554,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,505.0,501.0,503.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,5,Luis García Jr.,671277,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,431.0,435.0,444.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,6,Nasim Nuñez,683083,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,575.0,583.0,577.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,7,Jorbit Vivas,678391,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,602.0,597.0,607.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,8,CJ Abrams,682928,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,636.0,628.0,627.0,51.25
2026-05-29,San Diego Padres vs Washington Nationals,9,Daylen Lile,695734,active_roster,Washington Nationals,Lucas Giolito,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,374.0,378.0,360.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,1,Alex Jackson,656577,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,540.0,537.0,542.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,2,Victor Caratini,605170,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,594.0,582.0,590.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,3,Kody Clemens,665019,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,568.0,561.0,566.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,4,Luke Keaschall,807712,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,413.0,419.0,416.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,5,Tristan Gray,656484,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,618.0,629.0,612.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,6,Brooks Lee,686797,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,551.0,563.0,545.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,7,Orlando Arcia,606115,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,533.0,525.0,520.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,8,Austin Martin,668885,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,454.0,448.0,462.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,9,Trevor Larnach,663616,active_roster,Minnesota Twins,Jared Jones,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,515.0,501.0,507.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,1,Endy Rodríguez,682848,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,531.0,537.0,534.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,2,Henry Davis,680779,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,577.0,589.0,584.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,3,Spencer Horwitz,687462,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,368.0,366.0,380.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,4,Brandon Lowe,664040,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,412.0,422.0,425.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,5,Jared Triolo,669707,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,413.0,416.0,403.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,6,Nick Gonzales,693304,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,586.0,600.0,580.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,7,Konnor Griffin,804606,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,605.0,595.0,592.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,8,Bryan Reynolds,668804,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,540.0,541.0,555.0,51.25
2026-05-29,Minnesota Twins vs Pittsburgh Pirates,9,Jake Mangum,663968,active_roster,Pittsburgh Pirates,Taj Bradley,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,580.0,587.0,594.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,1,Brandon Valenzuela,678218,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,637.0,623.0,648.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,2,Tyler Heineman,623168,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,417.0,406.0,417.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,3,Vladimir Guerrero Jr.,665489,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,514.0,499.0,502.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,4,Charles McAdoo,807727,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,513.0,526.0,521.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,5,Ernie Clement,676391,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,586.0,596.0,583.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,6,Kazuma Okamoto,672960,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,450.0,436.0,436.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,7,Andrés Giménez,665926,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,370.0,360.0,385.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,8,Yohendrick Piñango,682818,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,401.0,396.0,403.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,9,Daulton Varsho,662139,active_roster,Toronto Blue Jays,Trevor Rogers,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,356.0,367.0,356.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,1,Adley Rutschman,668939,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,388.0,382.0,393.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,2,Samuel Basallo,694212,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,543.0,544.0,551.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,3,Pete Alonso,624413,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,292.0,295.0,287.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,4,Jackson Holliday,702616,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,410.0,401.0,407.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,5,Jeremiah Jackson,669236,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,417.0,424.0,410.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,6,Blaze Alexander,677942,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,527.0,533.0,518.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,7,Coby Mayo,691723,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,401.0,412.0,404.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,8,Weston Wilson,642215,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,648.0,647.0,650.0,51.25
2026-05-29,Toronto Blue Jays vs Baltimore Orioles,9,Gunnar Henderson,683002,active_roster,Baltimore Orioles,TBD,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,376.0,366.0,381.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,1,Carlos Narváez,665966,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,456.0,466.0,446.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,2,Connor Wong,657136,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,579.0,578.0,579.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,3,Mickey Gasper,681508,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,403.0,392.0,395.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,4,Willson Contreras,575929,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,525.0,539.0,510.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,5,Isiah Kiner-Falefa,643396,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,449.0,453.0,453.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,6,Marcelo Mayer,691785,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,551.0,540.0,543.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,7,Caleb Durbin,702332,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,364.0,363.0,375.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,8,Nick Sogard,686765,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,360.0,361.0,370.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,9,Andruw Monasterio,655316,active_roster,Boston Red Sox,Slade Cecconi,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,434.0,424.0,441.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,1,Austin Hedges,595978,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,474.0,476.0,479.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,2,Patrick Bailey,672275,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,414.0,413.0,406.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,3,Kyle Manzardo,700932,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,382.0,374.0,369.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,4,Rhys Hoskins,656555,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,441.0,440.0,427.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,5,Travis Bazzana,683953,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,561.0,550.0,569.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,6,José Ramírez,608070,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,611.0,619.0,626.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,7,Brayan Rocchio,677587,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,555.0,551.0,548.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,8,Angel Martínez,682657,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,646.0,654.0,652.0,51.25
2026-05-29,Boston Red Sox vs Cleveland Guardians,9,Daniel Schneemann,682177,active_roster,Cleveland Guardians,Tyler Samaniego,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,417.0,419.0,421.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,1,Logan O'Hoppe,681351,active_roster,Los Angeles Angels,Nick Martinez,0.22,1.2,42.0,37.0,11.4,91.1,17.2,0.16,1.0,1.0,0.7,606.0,612.0,611.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,2,Sebastián Rivero,665861,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,412.0,399.0,414.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,3,Adam Frazier,624428,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,486.0,489.0,481.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,4,Donovan Walton,622268,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,364.0,358.0,367.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,5,Oswald Peraza,672724,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,402.0,399.0,408.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,6,Vaughn Grissom,687093,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,503.0,515.0,494.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,7,Nick Madrigal,663611,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,447.0,459.0,445.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,8,Zach Neto,687263,active_roster,Los Angeles Angels,Nick Martinez,0.21,1.2,40.0,34.0,8.9,89.5,15.2,0.13,1.0,1.0,0.68,558.0,573.0,555.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,9,Jose Siri,642350,active_roster,Los Angeles Angels,Nick Martinez,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,479.0,478.0,491.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,1,Hunter Feduccia,676439,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,364.0,361.0,361.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,2,Nick Fortes,663743,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,546.0,548.0,535.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,3,Jonathan Aranda,666018,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,486.0,479.0,482.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,4,Richie Palacios,680700,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,588.0,577.0,584.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,5,Junior Caminero,691406,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,608.0,604.0,612.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,6,Oliver Dunn,686554,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,527.0,533.0,521.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,7,Carson Williams,700246,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,427.0,422.0,429.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,8,Taylor Walls,670764,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,508.0,514.0,502.0,51.25
2026-05-29,Los Angeles Angels vs Tampa Bay Rays,9,Chandler Simpson,802415,active_roster,Tampa Bay Rays,Walbert Ureña,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,637.0,644.0,624.0,51.25
2026-05-29,Miami Marlins vs New York Mets,1,Joe Mack,691788,active_roster,Miami Marlins,Freddy Peralta,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,527.0,533.0,531.0,51.25
2026-05-29,Miami Marlins vs New York Mets,2,Liam Hicks,689414,active_roster,Miami Marlins,Freddy Peralta,0.18,1.2,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,465.0,463.0,463.0,51.25
