Date,Player,Team,Pitcher,BestBook,BestOdds,ModelProb,RawModelProb,Edge,Confidence,Grade,Stake,Play,Result,Profit
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
2026-05-28,Luis Rengifo,Los Angeles Angels,Jack Flaherty,DraftKings,664,0.9992,,0.8683,,,3.0,YES 🔥,,
2026-05-28,Nolan Schanuel,Los Angeles Angels,Jack Flaherty,FanDuel,511,0.9992,,0.8356,,,3.0,YES 🔥,,
2026-05-28,Mickey Moniak,Los Angeles Angels,Jack Flaherty,FanDuel,380,0.9992,,0.7909,,,3.0,YES 🔥,,
